PLAZAID,DATE,ETC,CASH
11,9/21/2010,"79,708","16,839"
1,9/20/2010,"56,861","27,877"
2,9/20/2010,"74,107","19,018"
3,9/20/2010,"76,982","30,667"
4,9/20/2010,"58,324","10,825"
5,9/20/2010,"18,689","3,758"
6,9/20/2010,"16,825","4,471"
7,9/20/2010,"66,368","13,927"
8,9/20/2010,"41,164","6,800"
9,9/20/2010,"88,696","25,042"
11,9/20/2010,"77,071","17,298"
1,9/19/2010,"47,923","35,186"
2,9/19/2010,"64,862","22,357"
3,9/19/2010,"69,574","37,295"
4,9/19/2010,"53,499","12,871"
5,9/19/2010,"16,249","4,459"
6,9/19/2010,"13,398","5,165"
7,9/19/2010,"59,380","17,173"
8,9/19/2010,"35,939","8,847"
9,9/19/2010,"83,927","32,945"
11,9/19/2010,"68,767","23,790"
1,9/18/2010,"51,553","36,544"
2,9/18/2010,"54,481","22,003"
3,9/18/2010,"67,421","37,286"
4,9/18/2010,"47,253","13,639"
5,9/18/2010,"15,440","4,362"
6,9/18/2010,"14,490","5,088"
7,9/18/2010,"53,776","16,400"
8,9/18/2010,"29,415","8,387"
9,9/18/2010,"88,244","34,711"
11,9/18/2010,"71,699","24,560"
1,9/17/2010,"58,699","31,367"
2,9/17/2010,"77,199","22,017"
3,9/17/2010,"83,627","34,000"
4,9/17/2010,"58,472","12,657"
5,9/17/2010,"19,153","3,969"
6,9/17/2010,"18,039","4,983"
7,9/17/2010,"73,449","16,604"
8,9/17/2010,"44,014","8,661"
9,9/17/2010,"94,413","28,742"
11,9/17/2010,"83,343","19,856"
1,9/16/2010,"57,823","27,219"
2,9/16/2010,"79,038","19,866"
3,9/16/2010,"78,471","29,207"
4,9/16/2010,"60,474","11,291"
5,9/16/2010,"19,258","3,622"
6,9/16/2010,"16,989","4,271"
7,9/16/2010,"77,045","15,940"
8,9/16/2010,"46,904","8,126"
9,9/16/2010,"91,122","24,789"
11,9/16/2010,"81,369","16,943"
1,9/15/2010,"57,216","27,800"
2,9/15/2010,"78,655","19,512"
3,9/15/2010,"81,349","30,489"
4,9/15/2010,"58,786","10,979"
5,9/15/2010,"19,433","3,757"
6,9/15/2010,"17,977","4,594"
7,9/15/2010,"76,735","14,848"
8,9/15/2010,"48,432","8,174"
9,9/15/2010,"88,960","23,831"
11,9/15/2010,"82,103","17,583"
1,9/14/2010,"56,917","27,667"
2,9/14/2010,"77,437","18,956"
3,9/14/2010,"78,929","29,519"
4,9/14/2010,"58,540","10,887"
5,9/14/2010,"19,743","3,805"
6,9/14/2010,"17,672","4,569"
7,9/14/2010,"75,990","14,623"
8,9/14/2010,"47,234","8,200"
9,9/14/2010,"87,626","23,949"
11,9/14/2010,"79,664","17,005"
1,9/13/2010,"55,040","26,952"
2,9/13/2010,"74,896","19,106"
3,9/13/2010,"78,264","30,051"
4,9/13/2010,"56,599","10,543"
5,9/13/2010,"18,137","3,632"
6,9/13/2010,"16,869","4,339"
7,9/13/2010,"72,834","14,224"
8,9/13/2010,"43,400","7,397"
9,9/13/2010,"87,659","24,409"
11,9/13/2010,"75,751","17,020"
1,9/12/2010,"42,183","31,439"
2,9/12/2010,"60,281","20,553"
3,9/12/2010,"69,093","36,235"
4,9/12/2010,"47,721","10,786"
5,9/12/2010,"13,358","3,507"
6,9/12/2010,"11,436","4,020"
7,9/12/2010,"58,202","15,246"
8,9/12/2010,"31,206","7,739"
9,9/12/2010,"77,985","30,478"
11,9/12/2010,"62,765","21,683"
1,9/11/2010,"48,764","35,092"
2,9/11/2010,"57,681","22,075"
3,9/11/2010,"73,289","37,717"
4,9/11/2010,"46,909","12,468"
5,9/11/2010,"17,330","4,769"
6,9/11/2010,"14,801","5,311"
7,9/11/2010,"57,120","16,213"
8,9/11/2010,"26,825","7,741"
9,9/11/2010,"84,221","32,903"
11,9/11/2010,"73,746","24,740"
1,9/10/2010,"57,345","31,106"
2,9/10/2010,"73,817","21,278"
3,9/10/2010,"82,823","33,710"
4,9/10/2010,"54,627","12,141"
5,9/10/2010,"16,969","3,652"
6,9/10/2010,"16,622","4,790"
7,9/10/2010,"69,298","15,935"
8,9/10/2010,"37,129","7,546"
9,9/10/2010,"91,769","28,522"
11,9/10/2010,"78,468","20,590"
1,9/9/2010,"55,514","28,031"
2,9/9/2010,"72,883","18,980"
3,9/9/2010,"82,920","31,740"
4,9/9/2010,"53,592","10,570"
5,9/9/2010,"16,630","3,513"
6,9/9/2010,"16,544","4,409"
7,9/9/2010,"71,571","14,173"
8,9/9/2010,"34,917","6,337"
9,9/9/2010,"93,981","25,640"
11,9/9/2010,"76,858","18,415"
1,9/8/2010,"57,161","27,350"
2,9/8/2010,"79,347","19,911"
3,9/8/2010,"83,931","31,255"
4,9/8/2010,"58,633","10,873"
5,9/8/2010,"19,290","3,850"
6,9/8/2010,"18,005","5,098"
7,9/8/2010,"73,671","14,103"
8,9/8/2010,"44,454","7,887"
9,9/8/2010,"92,556","25,002"
11,9/8/2010,"81,634","17,904"
1,9/7/2010,"57,600","28,733"
2,9/7/2010,"77,208","20,021"
3,9/7/2010,"82,131","33,575"
4,9/7/2010,"56,302","10,688"
5,9/7/2010,"19,916","4,052"
6,9/7/2010,"17,460","5,154"
7,9/7/2010,"71,328","14,350"
8,9/7/2010,"43,175","7,760"
9,9/7/2010,"89,789","26,528"
11,9/7/2010,"78,437","19,152"
1,9/6/2010,"43,706","32,552"
2,9/6/2010,"55,372","20,495"
3,9/6/2010,"62,954","38,011"
4,9/6/2010,"38,223","9,891"
5,9/6/2010,"19,318","5,521"
6,9/6/2010,"13,814","6,790"
7,9/6/2010,"49,165","14,325"
8,9/6/2010,"23,155","6,129"
9,9/6/2010,"73,935","32,348"
11,9/6/2010,"54,530","22,486"
1,9/5/2010,"46,519","36,818"
2,9/5/2010,"54,768","25,471"
3,9/5/2010,"67,395","40,333"
4,9/5/2010,"40,850","11,672"
5,9/5/2010,"18,999","5,554"
6,9/5/2010,"13,432","6,005"
7,9/5/2010,"46,068","15,767"
8,9/5/2010,"29,155","7,916"
9,9/5/2010,"85,059","36,195"
11,9/5/2010,"65,042","25,495"
1,9/4/2010,"49,168","37,679"
2,9/4/2010,"55,843","25,718"
3,9/4/2010,"68,823","39,614"
4,9/4/2010,"39,907","12,175"
5,9/4/2010,"16,886","5,397"
6,9/4/2010,"13,988","5,963"
7,9/4/2010,"51,094","16,317"
8,9/4/2010,"24,683","7,490"
9,9/4/2010,"84,101","35,800"
11,9/4/2010,"69,148","25,408"
1,9/3/2010,"57,485","32,738"
2,9/3/2010,"66,136","21,580"
3,9/3/2010,"79,171","35,030"
4,9/3/2010,"47,463","11,893"
5,9/3/2010,"18,417","4,365"
6,9/3/2010,"16,717","5,132"
7,9/3/2010,"65,457","15,862"
8,9/3/2010,"39,854","8,782"
9,9/3/2010,"84,647","28,396"
11,9/3/2010,"78,023","20,768"
1,9/2/2010,"60,568","29,891"
2,9/2/2010,"80,676","21,314"
3,9/2/2010,"87,592","33,831"
4,9/2/2010,"60,051","12,202"
5,9/2/2010,"22,815","5,267"
6,9/2/2010,"19,286","6,844"
7,9/2/2010,"76,555","15,998"
8,9/2/2010,"47,064","9,067"
9,9/2/2010,"95,407","27,952"
11,9/2/2010,"84,064","19,820"
1,9/1/2010,"59,668","29,554"
2,9/1/2010,"76,008","20,269"
3,9/1/2010,"83,141","32,849"
4,9/1/2010,"55,228","11,098"
5,9/1/2010,"22,737","5,278"
6,9/1/2010,"19,262","7,175"
7,9/1/2010,"73,397","14,755"
8,9/1/2010,"45,624","8,603"
9,9/1/2010,"94,846","27,299"
11,9/1/2010,"81,584","19,152"
1,8/31/2010,"58,233","28,676"
2,8/31/2010,"74,033","19,568"
3,8/31/2010,"82,226","33,366"
4,8/31/2010,"55,157","10,917"
5,8/31/2010,"22,348","5,146"
6,8/31/2010,"18,768","6,711"
7,8/31/2010,"72,728","14,816"
8,8/31/2010,"44,200","8,061"
9,8/31/2010,"91,862","26,611"
11,8/31/2010,"79,504","18,656"
1,8/30/2010,"56,701","29,778"
2,8/30/2010,"72,552","19,943"
3,8/30/2010,"83,067","34,694"
4,8/30/2010,"52,004","10,657"
5,8/30/2010,"21,925","5,256"
6,8/30/2010,"17,774","6,410"
7,8/30/2010,"68,599","14,683"
8,8/30/2010,"39,441","7,363"
9,8/30/2010,"91,934","28,374"
11,8/30/2010,"76,539","19,443"
1,8/29/2010,"48,691","36,517"
2,8/29/2010,"58,719","23,212"
3,8/29/2010,"73,568","41,815"
4,8/29/2010,"46,082","12,165"
5,8/29/2010,"22,546","8,246"
6,8/29/2010,"16,847","10,347"
7,8/29/2010,"56,205","16,812"
8,8/29/2010,"33,708","8,864"
9,8/29/2010,"91,731","37,442"
11,8/29/2010,"68,227","25,962"
1,8/28/2010,"51,811","37,680"
2,8/28/2010,"56,206","24,295"
3,8/28/2010,"75,096","41,914"
4,8/28/2010,"44,486","13,022"
5,8/28/2010,"19,246","6,177"
6,8/28/2010,"15,900","7,050"
7,8/28/2010,"57,584","18,255"
8,8/28/2010,"29,057","8,623"
9,8/28/2010,"91,626","37,088"
11,8/28/2010,"74,757","26,581"
1,8/27/2010,"59,802","32,855"
2,8/27/2010,"74,461","23,486"
3,8/27/2010,"83,571","36,276"
4,8/27/2010,"56,829","13,554"
5,8/27/2010,"22,156","5,112"
6,8/27/2010,"17,918","5,733"
7,8/27/2010,"74,319","17,969"
8,8/27/2010,"42,426","9,429"
9,8/27/2010,"99,956","32,480"
11,8/27/2010,"85,106","22,382"
1,8/26/2010,"58,087","29,430"
2,8/26/2010,"77,109","21,478"
3,8/26/2010,"84,754","34,683"
4,8/26/2010,"56,963","11,971"
5,8/26/2010,"21,071","4,457"
6,8/26/2010,"17,867","5,091"
7,8/26/2010,"74,535","15,485"
8,8/26/2010,"46,025","8,438"
9,8/26/2010,"98,218","29,132"
11,8/26/2010,"84,193","19,985"
1,8/25/2010,"54,069","27,667"
2,8/25/2010,"72,347","19,619"
3,8/25/2010,"81,236","33,200"
4,8/25/2010,"53,814","11,098"
5,8/25/2010,"17,625","3,547"
6,8/25/2010,"15,979","4,246"
7,8/25/2010,"72,015","14,855"
8,8/25/2010,"44,885","8,051"
9,8/25/2010,"89,331","26,039"
11,8/25/2010,"78,032","17,907"
1,8/24/2010,"53,968","27,746"
2,8/24/2010,"68,791","18,730"
3,8/24/2010,"79,288","33,039"
4,8/24/2010,"50,395","9,952"
5,8/24/2010,"18,114","3,636"
6,8/24/2010,"15,943","4,253"
7,8/24/2010,"69,383","14,534"
8,8/24/2010,"41,770","7,194"
9,8/24/2010,"87,763","25,830"
11,8/24/2010,"77,182","18,012"
1,8/23/2010,"50,325","28,333"
2,8/23/2010,"67,746","19,740"
3,8/23/2010,"79,228","34,194"
4,8/23/2010,"48,558","10,333"
5,8/23/2010,"17,287","3,672"
6,8/23/2010,"15,214","4,031"
7,8/23/2010,"68,721","14,890"
8,8/23/2010,"40,154","7,103"
9,8/23/2010,"86,071","27,009"
11,8/23/2010,"74,060","19,085"
1,8/22/2010,"42,980","33,356"
2,8/22/2010,"52,069","20,147"
3,8/22/2010,"66,074","37,672"
4,8/22/2010,"42,336","10,889"
5,8/22/2010,"13,587","3,694"
6,8/22/2010,"11,123","4,108"
7,8/22/2010,"50,611","15,369"
8,8/22/2010,"28,771","7,605"
9,8/22/2010,"81,395","32,760"
11,8/22/2010,"63,154","23,585"
1,8/21/2010,"47,594","36,828"
2,8/21/2010,"54,969","24,383"
3,8/21/2010,"68,640","40,003"
4,8/21/2010,"47,192","14,293"
5,8/21/2010,"19,301","6,039"
6,8/21/2010,"15,567","7,244"
7,8/21/2010,"54,103","17,346"
8,8/21/2010,"26,448","7,974"
9,8/21/2010,"92,658","38,452"
11,8/21/2010,"75,198","27,220"
1,8/20/2010,"60,352","33,008"
2,8/20/2010,"73,649","23,640"
3,8/20/2010,"83,364","36,779"
4,8/20/2010,"54,407","13,544"
5,8/20/2010,"23,584","5,790"
6,8/20/2010,"19,275","7,139"
7,8/20/2010,"67,068","16,408"
8,8/20/2010,"40,669","8,564"
9,8/20/2010,"97,644","32,320"
11,8/20/2010,"84,399","22,952"
1,8/19/2010,"58,781","29,836"
2,8/19/2010,"77,585","21,762"
3,8/19/2010,"83,596","34,671"
4,8/19/2010,"57,844","12,470"
5,8/19/2010,"22,587","5,154"
6,8/19/2010,"18,564","6,189"
7,8/19/2010,"74,657","15,958"
8,8/19/2010,"44,838","8,373"
9,8/19/2010,"94,691","28,518"
11,8/19/2010,"83,812","20,484"
1,8/18/2010,"56,667","29,194"
2,8/18/2010,"73,589","20,171"
3,8/18/2010,"81,771","34,167"
4,8/18/2010,"55,082","11,409"
5,8/18/2010,"20,439","4,240"
6,8/18/2010,"16,752","4,605"
7,8/18/2010,"71,460","15,209"
8,8/18/2010,"42,361","7,226"
9,8/18/2010,"92,034","27,608"
11,8/18/2010,"79,952","19,231"
1,8/17/2010,"56,891","29,477"
2,8/17/2010,"71,689","19,836"
3,8/17/2010,"79,823","34,136"
4,8/17/2010,"54,070","10,976"
5,8/17/2010,"21,843","4,886"
6,8/17/2010,"17,844","5,783"
7,8/17/2010,"68,425","14,358"
8,8/17/2010,"41,332","7,153"
9,8/17/2010,"91,315","27,471"
11,8/17/2010,"78,931","19,153"
1,8/16/2010,"54,641","29,916"
2,8/16/2010,"69,131","19,679"
3,8/16/2010,"79,235","34,590"
4,8/16/2010,"52,218","10,808"
5,8/16/2010,"18,688","4,003"
6,8/16/2010,"15,750","4,539"
7,8/16/2010,"65,789","14,416"
8,8/16/2010,"38,038","6,679"
9,8/16/2010,"90,267","28,060"
11,8/16/2010,"74,673","19,703"
1,8/15/2010,"47,600","35,965"
2,8/15/2010,"57,991","22,785"
3,8/15/2010,"71,573","41,166"
4,8/15/2010,"45,570","11,791"
5,8/15/2010,"16,873","5,235"
6,8/15/2010,"13,215","5,581"
7,8/15/2010,"55,239","16,587"
8,8/15/2010,"28,116","7,165"
9,8/15/2010,"86,108","35,838"
11,8/15/2010,"66,556","26,370"
1,8/14/2010,"50,110","37,641"
2,8/14/2010,"56,136","24,202"
3,8/14/2010,"73,262","41,694"
4,8/14/2010,"45,902","13,385"
5,8/14/2010,"19,393","6,735"
6,8/14/2010,"16,488","7,373"
7,8/14/2010,"53,799","17,140"
8,8/14/2010,"28,574","8,769"
9,8/14/2010,"89,792","37,532"
11,8/14/2010,"75,308","27,556"
1,8/13/2010,"58,728","33,468"
2,8/13/2010,"74,293","23,399"
3,8/13/2010,"81,599","36,062"
4,8/13/2010,"56,198","13,388"
5,8/13/2010,"21,281","4,768"
6,8/13/2010,"18,221","5,529"
7,8/13/2010,"68,963","16,685"
8,8/13/2010,"39,703","8,115"
9,8/13/2010,"95,725","32,017"
11,8/13/2010,"83,689","22,572"
1,8/12/2010,"57,162","29,073"
2,8/12/2010,"76,643","20,790"
3,8/12/2010,"83,949","34,002"
4,8/12/2010,"56,955","11,605"
5,8/12/2010,"19,635","4,079"
6,8/12/2010,"17,141","4,579"
7,8/12/2010,"74,351","15,982"
8,8/12/2010,"42,551","7,533"
9,8/12/2010,"91,620","27,531"
11,8/12/2010,"81,057","19,554"
1,8/11/2010,"56,750","29,082"
2,8/11/2010,"75,564","20,486"
3,8/11/2010,"84,986","34,920"
4,8/11/2010,"54,895","11,200"
5,8/11/2010,"22,179","5,087"
6,8/11/2010,"18,761","6,129"
7,8/11/2010,"72,964","15,434"
8,8/11/2010,"42,752","7,517"
9,8/11/2010,"90,647","26,635"
11,8/11/2010,"80,385","19,518"
1,8/10/2010,"55,596","29,086"
2,8/10/2010,"72,267","19,548"
3,8/10/2010,"82,907","34,515"
4,8/10/2010,"54,203","10,834"
5,8/10/2010,"21,688","4,785"
6,8/10/2010,"17,549","5,507"
7,8/10/2010,"69,366","14,471"
8,8/10/2010,"42,737","7,368"
9,8/10/2010,"87,972","26,170"
11,8/10/2010,"79,214","19,185"
1,8/9/2010,"54,654","30,569"
2,8/9/2010,"71,631","20,561"
3,8/9/2010,"81,012","35,605"
4,8/9/2010,"52,033","11,233"
5,8/9/2010,"21,778","5,018"
6,8/9/2010,"18,120","5,929"
7,8/9/2010,"66,605","14,576"
8,8/9/2010,"39,334","7,080"
9,8/9/2010,"89,825","28,451"
11,8/9/2010,"76,437","20,278"
1,8/8/2010,"47,576","36,805"
2,8/8/2010,"59,896","25,322"
3,8/8/2010,"73,395","43,428"
4,8/8/2010,"45,284","12,471"
5,8/8/2010,"20,633","8,310"
6,8/8/2010,"15,408","8,603"
7,8/8/2010,"54,145","16,692"
8,8/8/2010,"28,791","7,532"
9,8/8/2010,"87,566","37,568"
11,8/8/2010,"67,406","26,206"
1,8/7/2010,"49,418","37,883"
2,8/7/2010,"56,348","25,439"
3,8/7/2010,"76,959","44,259"
4,8/7/2010,"44,502","13,091"
5,8/7/2010,"20,320","7,021"
6,8/7/2010,"16,778","8,514"
7,8/7/2010,"53,544","17,472"
8,8/7/2010,"28,857","8,606"
9,8/7/2010,"87,530","37,236"
11,8/7/2010,"75,165","27,685"
1,8/6/2010,"58,748","33,245"
2,8/6/2010,"77,639","24,593"
3,8/6/2010,"88,256","38,926"
4,8/6/2010,"57,872","13,738"
5,8/6/2010,"23,520","5,964"
6,8/6/2010,"19,335","7,100"
7,8/6/2010,"72,005","17,986"
8,8/6/2010,"40,750","8,449"
9,8/6/2010,"93,193","31,275"
11,8/6/2010,"85,118","23,067"
1,8/5/2010,"55,954","29,479"
2,8/5/2010,"78,246","22,002"
3,8/5/2010,"84,355","35,461"
4,8/5/2010,"58,519","12,104"
5,8/5/2010,"21,857","4,831"
6,8/5/2010,"18,348","5,961"
7,8/5/2010,"75,403","16,742"
8,8/5/2010,"44,502","7,711"
9,8/5/2010,"89,497","26,565"
11,8/5/2010,"82,410","19,665"
1,8/4/2010,"56,102","28,950"
2,8/4/2010,"74,304","20,507"
3,8/4/2010,"82,042","34,870"
4,8/4/2010,"56,014","11,393"
5,8/4/2010,"21,961","4,694"
6,8/4/2010,"17,967","5,641"
7,8/4/2010,"71,473","14,947"
8,8/4/2010,"42,452","7,130"
9,8/4/2010,"88,600","26,171"
11,8/4/2010,"80,074","19,456"
1,8/3/2010,"55,632","29,024"
2,8/3/2010,"71,720","19,925"
3,8/3/2010,"83,106","34,495"
4,8/3/2010,"53,473","10,773"
5,8/3/2010,"20,603","4,450"
6,8/3/2010,"17,771","5,334"
7,8/3/2010,"69,477","14,875"
8,8/3/2010,"40,441","7,263"
9,8/3/2010,"86,814","25,615"
11,8/3/2010,"77,772","18,964"
1,8/2/2010,"54,727","30,237"
2,8/2/2010,"69,388","20,363"
3,8/2/2010,"81,816","36,304"
4,8/2/2010,"51,684","10,917"
5,8/2/2010,"20,984","4,536"
6,8/2/2010,"17,164","5,071"
7,8/2/2010,"65,435","14,682"
8,8/2/2010,"38,447","6,677"
9,8/2/2010,"85,393","27,533"
11,8/2/2010,"75,503","19,907"
1,8/1/2010,"45,863","36,368"
2,8/1/2010,"57,069","24,074"
3,8/1/2010,"74,441","43,022"
4,8/1/2010,"44,713","11,909"
5,8/1/2010,"16,252","4,734"
6,8/1/2010,"13,023","5,812"
7,8/1/2010,"54,195","17,271"
8,8/1/2010,"28,508","7,496"
9,8/1/2010,"83,122","35,611"
11,8/1/2010,"65,391","25,309"
1,7/31/2010,"49,767","38,186"
2,7/31/2010,"55,798","25,321"
3,7/31/2010,"78,131","44,387"
4,7/31/2010,"44,398","13,177"
5,7/31/2010,"20,849","7,275"
6,7/31/2010,"16,510","8,319"
7,7/31/2010,"55,476","18,005"
8,7/31/2010,"28,015","8,615"
9,7/31/2010,"86,700","36,740"
11,7/31/2010,"75,160","27,989"
1,7/30/2010,"60,139","33,603"
2,7/30/2010,"76,694","24,365"
3,7/30/2010,"88,197","39,398"
4,7/30/2010,"57,473","13,764"
5,7/30/2010,"23,045","5,498"
6,7/30/2010,"19,373","6,496"
7,7/30/2010,"71,733","17,764"
8,7/30/2010,"41,774","8,793"
9,7/30/2010,"95,384","32,215"
11,7/30/2010,"84,688","23,229"
1,7/29/2010,"62,080","30,094"
2,7/29/2010,"79,331","21,441"
3,7/29/2010,"85,392","36,157"
4,7/29/2010,"59,642","12,483"
5,7/29/2010,"20,927","4,434"
6,7/29/2010,"17,863","5,026"
7,7/29/2010,"75,509","16,545"
8,7/29/2010,"46,781","8,405"
9,7/29/2010,"82,371","24,777"
11,7/29/2010,"82,656","19,695"
1,7/28/2010,"56,906","28,952"
2,7/28/2010,"75,831","20,851"
3,7/28/2010,"86,015","35,838"
4,7/28/2010,"57,637","11,414"
5,7/28/2010,"22,305","4,918"
6,7/28/2010,"18,592","6,098"
7,7/28/2010,"73,731","15,790"
8,7/28/2010,"44,599","7,814"
9,7/28/2010,"90,310","27,046"
11,7/28/2010,"80,999","19,490"
1,7/27/2010,"54,996","28,949"
2,7/27/2010,"74,516","20,216"
3,7/27/2010,"85,419","35,403"
4,7/27/2010,"56,159","11,514"
5,7/27/2010,"22,767","5,215"
6,7/27/2010,"19,071","6,256"
7,7/27/2010,"70,761","15,011"
8,7/27/2010,"43,605","7,470"
9,7/27/2010,"86,409","25,595"
11,7/27/2010,"79,295","19,243"
1,7/26/2010,"53,777","30,175"
2,7/26/2010,"70,797","20,187"
3,7/26/2010,"83,038","36,574"
4,7/26/2010,"52,815","11,109"
5,7/26/2010,"22,155","5,220"
6,7/26/2010,"18,480","6,112"
7,7/26/2010,"68,683","15,703"
8,7/26/2010,"39,948","6,913"
9,7/26/2010,"87,658","27,897"
11,7/26/2010,"75,735","20,105"
1,7/25/2010,"46,282","35,769"
2,7/25/2010,"57,661","23,379"
3,7/25/2010,"70,066","41,590"
4,7/25/2010,"41,451","11,233"
5,7/25/2010,"19,231","6,896"
6,7/25/2010,"14,974","8,650"
7,7/25/2010,"55,115","17,065"
8,7/25/2010,"28,139","7,011"
9,7/25/2010,"84,990","35,489"
11,7/25/2010,"65,409","25,336"
1,7/24/2010,"48,813","37,248"
2,7/24/2010,"54,654","24,786"
3,7/24/2010,"72,942","41,490"
4,7/24/2010,"42,979","12,517"
5,7/24/2010,"20,543","8,304"
6,7/24/2010,"17,082","9,954"
7,7/24/2010,"53,241","17,198"
8,7/24/2010,"25,118","7,363"
9,7/24/2010,"88,437","37,103"
11,7/24/2010,"72,865","26,710"
1,7/23/2010,"57,766","32,872"
2,7/23/2010,"73,070","23,068"
3,7/23/2010,"84,382","37,801"
4,7/23/2010,"57,272","13,206"
5,7/23/2010,"21,171","4,853"
6,7/23/2010,"18,213","5,361"
7,7/23/2010,"70,380","17,033"
8,7/23/2010,"41,999","8,531"
9,7/23/2010,"93,318","30,707"
11,7/23/2010,"84,891","22,466"
1,7/22/2010,"58,537","29,812"
2,7/22/2010,"80,724","22,467"
3,7/22/2010,"87,137","35,670"
4,7/22/2010,"61,643","12,529"
5,7/22/2010,"23,337","5,384"
6,7/22/2010,"19,685","6,615"
7,7/22/2010,"76,430","16,609"
8,7/22/2010,"47,234","8,406"
9,7/22/2010,"93,950","28,040"
11,7/22/2010,"84,504","20,261"
1,7/21/2010,"55,105","28,899"
2,7/21/2010,"76,050","20,283"
3,7/21/2010,"83,749","34,473"
4,7/21/2010,"57,116","11,683"
5,7/21/2010,"22,038","4,731"
6,7/21/2010,"18,969","5,389"
7,7/21/2010,"74,274","15,563"
8,7/21/2010,"43,737","7,269"
9,7/21/2010,"87,475","25,667"
11,7/21/2010,"80,549","19,091"
1,7/20/2010,"54,466","28,839"
2,7/20/2010,"72,944","20,148"
3,7/20/2010,"82,675","34,738"
4,7/20/2010,"53,679","10,835"
5,7/20/2010,"20,254","4,492"
6,7/20/2010,"18,756","5,577"
7,7/20/2010,"69,511","14,492"
8,7/20/2010,"37,727","6,347"
9,7/20/2010,"87,196","26,066"
11,7/20/2010,"76,056","18,228"
1,7/19/2010,"52,652","29,681"
2,7/19/2010,"69,099","20,064"
3,7/19/2010,"81,556","35,589"
4,7/19/2010,"51,009","10,687"
5,7/19/2010,"20,648","4,439"
6,7/19/2010,"17,468","5,023"
7,7/19/2010,"67,045","14,749"
8,7/19/2010,"37,384","6,375"
9,7/19/2010,"84,969","27,229"
11,7/19/2010,"74,114","19,489"
1,7/18/2010,"46,029","37,022"
2,7/18/2010,"60,685","24,369"
3,7/18/2010,"77,753","44,897"
4,7/18/2010,"42,778","11,865"
5,7/18/2010,"21,356","9,172"
6,7/18/2010,"17,522","11,195"
7,7/18/2010,"56,035","17,226"
8,7/18/2010,"27,499","7,176"
9,7/18/2010,"84,617","36,657"
11,7/18/2010,"65,945","25,731"
1,7/17/2010,"47,969","36,905"
2,7/17/2010,"55,249","23,765"
3,7/17/2010,"81,405","45,340"
4,7/17/2010,"44,246","13,324"
5,7/17/2010,"20,414","7,513"
6,7/17/2010,"17,641","9,196"
7,7/17/2010,"54,111","17,428"
8,7/17/2010,"27,296","8,227"
9,7/17/2010,"86,100","36,797"
11,7/17/2010,"74,246","26,900"
1,7/16/2010,"59,143","33,022"
2,7/16/2010,"77,117","23,784"
3,7/16/2010,"90,033","39,125"
4,7/16/2010,"59,166","14,113"
5,7/16/2010,"22,599","5,969"
6,7/16/2010,"20,069","7,175"
7,7/16/2010,"72,282","17,484"
8,7/16/2010,"42,482","9,145"
9,7/16/2010,"91,647","31,487"
11,7/16/2010,"84,231","22,323"
1,7/15/2010,"57,135","30,241"
2,7/15/2010,"79,266","21,938"
3,7/15/2010,"85,871","35,352"
4,7/15/2010,"58,994","11,723"
5,7/15/2010,"22,502","5,038"
6,7/15/2010,"19,057","5,500"
7,7/15/2010,"75,787","16,545"
8,7/15/2010,"45,804","8,541"
9,7/15/2010,"92,866","27,236"
11,7/15/2010,"82,650","19,963"
1,7/14/2010,"53,920","28,154"
2,7/14/2010,"73,704","20,102"
3,7/14/2010,"81,164","34,150"
4,7/14/2010,"54,979","10,346"
5,7/14/2010,"19,548","4,012"
6,7/14/2010,"17,747","4,383"
7,7/14/2010,"72,364","15,143"
8,7/14/2010,"42,521","7,238"
9,7/14/2010,"86,015","24,839"
11,7/14/2010,"78,694","18,352"
1,7/13/2010,"51,411","27,300"
2,7/13/2010,"69,355","18,714"
3,7/13/2010,"79,085","33,522"
4,7/13/2010,"54,355","10,225"
5,7/13/2010,"18,964","3,859"
6,7/13/2010,"17,465","4,251"
7,7/13/2010,"66,697","13,441"
8,7/13/2010,"41,786","7,196"
9,7/13/2010,"83,807","24,484"
11,7/13/2010,"75,842","18,061"
1,7/12/2010,"53,465","29,840"
2,7/12/2010,"70,331","20,073"
3,7/12/2010,"82,516","36,164"
4,7/12/2010,"52,819","10,789"
5,7/12/2010,"21,606","5,253"
6,7/12/2010,"18,538","6,259"
7,7/12/2010,"67,005","14,764"
8,7/12/2010,"39,363","6,957"
9,7/12/2010,"85,563","27,285"
11,7/12/2010,"75,564","19,574"
1,7/11/2010,"45,529","34,776"
2,7/11/2010,"58,959","22,657"
3,7/11/2010,"75,274","42,962"
4,7/11/2010,"44,436","11,398"
5,7/11/2010,"19,431","6,890"
6,7/11/2010,"15,625","8,476"
7,7/11/2010,"53,496","16,178"
8,7/11/2010,"26,942","6,800"
